prompt_id,method,delta,delta_min,delta_max,prompt,generated_text,tokens_counted,num_green_tokens,green_fraction,z_score,p_value,prediction,confidence,word_count,distinct_1,distinct_2,repetition_rate,avg_step_delta,observed_delta_min,observed_delta_max,weighted_z_score,winmax_weighted_z_score,weighted_p_value,weighted_prediction,weighted_confidence,avg_kl,avg_delta,avg_entropy,avg_p_green_mass,gate_pass_rate,avg_candidate_size,candidate_top_p,kl_epsilon,ppl_num_scored_tokens,ppl_nll_sum,ppl_avg_nll,ppl
152,Fixed Delta 1.864,1.864,,,"In this Sept. 1, 2014 photo released by the U.S. Geological Survey, fluid lava streams from the June 27 lava flow from the Kilauea volcano in Pahoa, Hawaii. The June 27 lava flow is named for the"," name of the volcano in question. The lava flow on Hawaii, which has been lava flowing since the mid-1980s, and a lava lake underneath it in 2010, are both large enough to make it vulnerable to seismic activity and a volcanic eruption. A preliminary analysis of the lava lake, which has become a flash point for lava flow near Kilauea and at other locations in Hawaii, shows little sign of the mass flow of lava. A preliminary study has not determined if lava flow will",99,56,0.5656565656565656,7.2532356648207434,2.0346556800431047e-13,Watermarked,0.9999999999997965,86,0.627906976744186,0.8941176470588236,0.37209302325581395,1.864,1.864,1.864,,,,,,,,,,,,,,99,241.19242859,2.43628716,11.43052213
152,Current Adaptive Delta,adaptive,0.5,3.0,"In this Sept. 1, 2014 photo released by the U.S. Geological Survey, fluid lava streams from the June 27 lava flow from the Kilauea volcano in Pahoa, Hawaii. The June 27 lava flow is named for the"," name of the crater which became the site of the recent eruption, which has been dubbed ""the biggest volcanic eruption in U.S. history."" (U.S. Geological Survey via AP)

By MARIANA MARTINEZ

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated Press

Associated",99,75,0.7575757575757576,11.663202949031755,9.825423209116168e-32,Watermarked,1.0,58,0.46551724137931033,0.5789473684210527,0.5344827586206897,1.7527932441234588,1.6180340051651,2.402559280395508,7.079814472762802,7.079814472762802,7.217379003890072e-13,True,0.9999999999992782,,,0.14373382330064674,0.686815030053258,0.41,307.72,,,100,88.47563171,0.88475632,2.42239402
153,No Watermark,,,,Bengaluru — Gold prices rose on Thursday as the growing expectation that the US Federal Reserve will pause its rate tightening cycle in 2019 and an impasse between US President Donald Trump and Democrats on funding for a border wall weighed on the dollar.,"
Spot gold on the London Metal Exchange was up 0.18% to $1,935.35 an ounce by 1170 GMT, while silver was up 0.21% at $16.98 an ounce.
""The expectation is that the Fed will pause its rate tightening cycle in 2019,"" said Ashok Chatterjee, chief market strategist at AxiCorp. ""We've seen little sign of the Fed's hesitation.""
""In the last few weeks, the market has",99,26,0.26262626262626265,0.29012942659282975,0.38585861217276185,Human/Unwatermarked,0.0,69,0.8115942028985508,0.9558823529411765,0.18840579710144922,,,,1.2493081786490605,2.1757556208209423,0.10577618884634704,False,0.0,,,0.21844686742189462,0.3564572418341413,0.74,266.62,,,100,143.91218567,1.43912186,4.21699107
153,Fixed Delta 1.864,1.864,,,Bengaluru — Gold prices rose on Thursday as the growing expectation that the US Federal Reserve will pause its rate tightening cycle in 2019 and an impasse between US President Donald Trump and Democrats on funding for a border wall weighed on the dollar.,"

The gold price jumped to its highest since on February 23. The US dollar index, which measures the greenback against a basket of six major currencies, was trading 0.3 per cent higher at 97.613.

Asian equities remained relatively unchanged. The Australian dollar was trading 0.2 per cent higher at $0.7718. The New Zealand dollar was trading 0.6 per cent higher at 1.1580. The Australian dollar was trading 0.6 per",99,55,0.5555555555555556,7.021132123546479,1.100388069780592e-12,Watermarked,0.9999999999988997,76,0.618421052631579,0.76,0.381578947368421,1.864,1.864,1.864,,,,,,,,,,,,,,99,133.56436157,1.34913497,3.85409017
153,Current Adaptive Delta,adaptive,0.5,3.0,Bengaluru — Gold prices rose on Thursday as the growing expectation that the US Federal Reserve will pause its rate tightening cycle in 2019 and an impasse between US President Donald Trump and Democrats on funding for a border wall weighed on the dollar.,"

The gold price jumped to its highest since on February 23. The US dollar index, which measures the greenback against a basket of six major currencies, was trading 0.2 per cent higher at 97.613.

Asian equities remained relatively unchanged. The Australian dollar was trading 0.2 per cent higher at $0.7718. The New Zealand dollar was trading 0.1 per cent higher at 1.1580. The Australian dollar was trading 0.1 per",99,56,0.5656565656565656,7.2532356648207434,2.0346556800431047e-13,Watermarked,0.9999999999997965,76,0.5921052631578947,0.7333333333333333,0.4078947368421053,1.7469051492214203,1.6180340051651,2.4116568565368652,7.103988752551083,7.103988752551083,6.060336241659273e-13,True,0.9999999999993939,,,0.17873381163405722,0.45708684214856476,0.64,111.2,,,99,128.80662537,1.30107702,3.67325072
154,No Watermark,,,,"The air ambulance was mobilised following reports that a man had fallen on a tree branch and impaled his neck in Durrington, a spokesman said. The ambulance service spokesman confirmed two response cars and an ambulance were sent to the sports ground in Pond","erspruit on Saturday.

An ambulance service spokesman, who spoke on condition of anonymity, said the man had fallen on a tree branch and impaled his neck in Durrington, a spokesman said. The ambulance service spokesman confirmed two response cars and an ambulance were sent to the sports ground in Ponderspruit on Saturday.

The man was rushed to Penrith Hospital, where he was pronounced dead, the spokesman said.

In a statement, the Penrith Police",99,25,0.25252525252525254,0.058025885318565944,0.4768640048788747,Human/Unwatermarked,0.0,73,0.6301369863013698,0.9027777777777778,0.36986301369863017,,,,0.12633953724505229,1.6546029629658032,0.44973158039351285,False,0.0,,,0.14373517503581984,0.5421074339654297,0.49,221.09,,,100,78.00926208,0.78009262,2.18167432
154,Fixed Delta 1.864,1.864,,,"The air ambulance was mobilised following reports that a man had fallen on a tree branch and impaled his neck in Durrington, a spokesman said. The ambulance service spokesman confirmed two response cars and an ambulance were sent to the sports ground in Pond","ers End at 10.40am on Saturday.

He said the man ""worried he would be dragged off"" and was taken to hospital. He is in stable condition.

""I was in an ambulance with two paramedics at the scene,"" he said. ""No injuries were reported.”

Durrington Police attended the scene, which is said to contain a ""very large"" area of the area. The area was closed off for several hours. No one was",99,54,0.5454545454545454,6.789028582272215,5.6445538431059e-12,Watermarked,0.9999999999943554,72,0.7083333333333334,0.9577464788732394,0.29166666666666663,1.864,1.864,1.864,,,,,,,,,,,,,,101,200.63290405,1.98646440,7.28971461
154,Current Adaptive Delta,adaptive,0.5,3.0,"The air ambulance was mobilised following reports that a man had fallen on a tree branch and impaled his neck in Durrington, a spokesman said. The ambulance service spokesman confirmed two response cars and an ambulance were sent to the sports ground in Pond","ers End at 10.40am on Saturday.

He said the man ""worried he would be dragged off"" and was taken to hospital. He is in stable condition.

""I was in an ambulance with two paramedics at the scene,"" he said. ""No injuries were reported.”

Durrington Police attended the scene, which is said to contain a ""number of trees”.

The cause of the man's fall has not been confirmed.",99,56,0.5656565656565656,7.2532356648207434,2.0346556800431047e-13,Watermarked,0.9999999999997965,68,0.7647058823529411,0.9701492537313433,0.23529411764705888,1.7956573641300202,1.6180340051651,2.3384127616882324,8.96251002116668,8.96251002116668,1.5868506929064679e-19,True,1.0,,,0.231564724041503,0.33022698250599203,0.76,257.14,,,101,190.57986450,1.88692935,6.59907410
155,No Watermark,,,,"After your business is up and running, your focus naturally shifts to increasing efficiency. The small things you do to lower costs and increase output can be the difference between a failing business and soaring profits. No matter how good your team members are, you should"," never focus only on one area of your business.

At The Leisure Company, we are dedicated to maximizing your business success and ultimately, your profit. We believe in providing both customer satisfaction as well as sales and marketing support – so we are here to help.

There’s a lot to consider when choosing your next business, so prepare your mind for a big decision.",79,20,0.25316455696202533,0.06495698024616309,0.47410412633346455,Human/Unwatermarked,0.0,64,0.765625,0.9682539682539683,0.234375,,,,0.2505848740425338,2.719864142557858,0.4010675387183841,False,0.0,,,0.2892635735345803,0.32615965549484827,0.8625,456.75,,,79,164.53274536,2.08269298,8.02605383
155,Fixed Delta 1.864,1.864,,,"After your business is up and running, your focus naturally shifts to increasing efficiency. The small things you do to lower costs and increase output can be the difference between a failing business and soaring profits. No matter how good your team members are, you should"," never focus only on small business acquisitions. Focus on on your team and the business you are building. You should not focus on small business acquisitions. Focus on on business continuity. If you are having to make your team physically distance from you, your focus will not be on your team. It will be on your productivity and productivity.

The best way to maximize your business success is with clear and simple business continuity strategy. The most effective business continuity strategy is one that not only ensures continuity of operations",99,67,0.6767676767676768,9.806374618837644,5.2848962805356706e-23,Watermarked,1.0,90,0.4888888888888889,0.8202247191011236,0.5111111111111111,1.864,1.864,1.864,,,,,,,,,,,,,,100,216.05058289,2.16050583,8.67552488
155,Current Adaptive Delta,adaptive,0.5,3.0,"After your business is up and running, your focus naturally shifts to increasing efficiency. The small things you do to lower costs and increase output can be the difference between a failing business and soaring profits. No matter how good your team members are, you should"," never focus only on small business activity and remain focused on your team. Focus on your team and the rewards they provide for their success and keep your focus on your business.

Start with just one point of contact – an email – and start making sure the emails are clear. If they are not, you’re not working with the right people. You have to make sure you are not letting the business sit back and relax. The best way to keep your team focused is to focus on",99,66,0.6666666666666666,9.574271077563381,5.1289159954110675e-22,Watermarked,1.0,88,0.5795454545454546,0.9080459770114943,0.4204545454545454,1.9085745048522949,1.6180340051651,2.379239082336426,11.00139446976273,11.00139446976273,1.8813387436925054e-28,True,1.0,,,0.30549091361803765,0.2721635673311539,0.9,393.98,,,100,223.27270508,2.23272705,9.32526190
156,No Watermark,,,,"The University of Maryland President Wallace Loh. University of Maryland President Wallace Loh stood before reporters Aug. 14 and apologized to the family of Jordan McNair, a football player who died days after a team workout. That day, Loh also"," said he had never met McNair and asked him on campus, he later said, ""Can you give me a little bit of a quote from the first press conference and say, 'I just want to say that I am sorry for what has happened. I just want to apologize to my family, especially my mom.'""

Loh said in the days after McNair's death that he and McNair had ""a lot of mutual respect,"" and that he has not spoken to McNair since",99,22,0.2222222222222222,-0.6382847385042254,0.73835582764413,Human/Unwatermarked,0.0,83,0.6867469879518072,0.9634146341463414,0.3132530120481928,,,,-0.00846239023120281,1.2654674946715778,0.5033759649631404,False,0.0,,,0.25525923219664454,0.25685344263445586,0.87,213.81,,,100,184.81176758,1.84811768,6.34785954
